   1333.5899999999999       0.97516589079327032       7.53851646074230192E-002   27849.072458037106       1.40999999999999996E-014  1.44590783302829038E-014  1.08999999999999996E-015
   1333.5999999999999       0.91294017187736443       7.33118622871216929E-002   27851.538505363595       1.31999999999999999E-014  1.44587787969233554E-014  1.06000000000000007E-015
   1333.6099999999999        1.0236200635128077       7.60798695854113666E-002   27854.004552690083       1.48000000000000007E-014  1.44584895583329125E-014  1.09999999999999993E-015
   1333.6199999999999       0.85756515478143480       6.98500650265523604E-002   27856.470600016572       1.23999999999999995E-014  1.44595427307915187E-014  1.01000000000000004E-015
   1333.6300000000001       0.90600976930480281       7.26191036465681505E-002   27858.936647343060       1.31000000000000007E-014  1.44590052379367389E-014  1.04999999999999990E-015
   1333.6400000000001       0.87828807464537606       7.05396721368727192E-002   27861.402694669549       1.27000000000000005E-014  1.44599481270741880E-014  1.02000000000000001E-015
   1333.6500000000001       0.92674908605234796       7.12351909428297347E-002   27863.868741996041       1.34000000000000000E-014  1.44591456324814691E-014  1.02999999999999997E-015
   1333.6600000000001       0.87148538307568346       6.98571616592413014E-002   27866.334789322529       1.25999999999999996E-014  1.44580738182108591E-014  1.01000000000000004E-015
   1333.6700000000001        1.0720160156991938       7.95366721325208303E-002   27868.800836649018       1.55000000000000002E-014  1.44587392100579186E-014  1.14999999999999995E-015
   1333.6800000000001       0.98893800119365027       7.60721539379730916E-002   27871.266883975506       1.42999999999999997E-014  1.44599560161909732E-014  1.09999999999999993E-015
   1333.6900000000001       0.82989964089281354       6.86050369804725862E-002   27873.732931301995       1.19999999999999994E-014  1.44595796994083407E-014  9.91999999999999948E-016
   1333.7000000000000       0.96133448841451141       7.46936149271706651E-002   27876.198978628483       1.38999999999999995E-014  1.44590672315571308E-014  1.08000000000000000E-015
   1333.7100000000000       0.91302165057104567       7.26267222045149929E-002   27878.665025954971       1.31999999999999999E-014  1.44574884853432705E-014  1.04999999999999990E-015
   1333.7200000000000       0.93377036264447921       7.33182655113443077E-002   27881.131073281460       1.34999999999999993E-014  1.44575160447022529E-014  1.06000000000000007E-015
   1333.7300000000000       0.91990966118001216       7.40077697340310453E-002   27883.597120607948       1.33000000000000008E-014  1.44579414275739361E-014  1.07000000000000003E-015
   1333.7400000000000       0.89904236076906752       7.33065309550162830E-002   27886.063167934437       1.29999999999999998E-014  1.44598303342229772E-014  1.06000000000000007E-015
   1333.7500000000000       0.81598607581192251       6.98428759805120175E-002   27888.529215260925       1.17999999999999993E-014  1.44610310761231585E-014  1.01000000000000004E-015
   1333.7600000000000       0.82286371767769484       6.98396936852497263E-002   27890.995262587414       1.19000000000000001E-014  1.44616900032783775E-014  1.01000000000000004E-015
   1333.7700000000000       0.77452478685654846       6.79783808464274192E-002   27893.461309913902       1.12000000000000006E-014  1.44604797548905017E-014  9.82999999999999999E-016
   1333.7800000000000       0.76755218809922010       6.80424642423092391E-002   27895.927357240391       1.10999999999999997E-014  1.44615573665267475E-014  9.84000000000000015E-016
