3300.000000  5.83580e-01  1.22308e-01
3300.050049  2.25054e-01  1.24121e-01
3300.100098  6.87545e-01  1.30968e-01
3300.149902  5.04415e-01  1.28048e-01
3300.199951  4.97360e-01  1.21785e-01
3300.250000  9.11419e-01  1.34992e-01
3300.300049  3.69054e-01  1.23833e-01
3300.350098 -1.01940e-01  1.18057e-01
3300.399902  3.45974e-02  1.19265e-01
3300.449951  5.95165e-01  1.25268e-01
3300.500000  1.02955e+00  1.37503e-01
3300.550049  2.21730e-01  1.21080e-01
3300.600098  8.72719e-01  1.32320e-01
3300.649902  6.35987e-01  1.60492e-01
3300.699951  2.10405e-01  1.58113e-01
3300.750000  7.26737e-01  1.33790e-01
3300.800049  1.01223e+00  1.30425e-01
3300.850098  7.80182e-01  1.45598e-01
3300.899902  7.15052e-01  1.57680e-01
3300.949951  2.06515e-01  1.27102e-01
3301.000000  4.74587e-01  1.24253e-01
3301.050049  5.64219e-01  1.31991e-01
3301.100098  1.30307e-01  1.60664e-01
3301.149902  1.13989e+00  1.82077e-01
3301.199951  5.53108e-01  1.32474e-01
3301.250000  3.97348e-01  1.19081e-01
3301.300049  1.26847e+00  1.35178e-01
3301.350098  1.02055e+00  1.30814e-01
3301.399902  6.94061e-01  1.29643e-01
3301.449951  9.67891e-01  1.34900e-01
3301.500000  2.35160e-02  1.25096e-01
3301.550049  8.31702e-01  1.38825e-01
3301.600098  6.53637e-01  1.26826e-01
3301.649902  2.84081e-01  1.18685e-01
3301.699951  3.23779e-01  1.29900e-01
3301.750000  3.85818e-01  1.23315e-01
3301.800049  4.06474e-01  1.22787e-01
3301.850098  3.87260e-01  1.23204e-01
3301.899902  7.84832e-01  1.28497e-01
3301.949951  8.43619e-01  1.38060e-01
3302.000000  4.60535e-01  1.26619e-01
3302.050049  5.77523e-01  1.21826e-01
3302.100098  5.11526e-01  1.20668e-01
3302.149902  6.36262e-01  1.15979e-01
3302.199951  7.24647e-01  1.27867e-01
3302.250000  1.45280e-01  1.09055e-01
3302.300049  2.08043e-01  1.09307e-01
3302.350098  4.15522e-01  1.14796e-01
3302.399902  2.96601e-01  1.12290e-01
3302.449951  2.90685e-01  1.14705e-01
3302.500000  1.95093e-01  1.14107e-01
3302.550049  5.25357e-01  1.22903e-01
3302.600098  7.74042e-01  1.24892e-01
3302.649902  3.42994e-01  1.14475e-01
3302.699951  6.28187e-01  1.14273e-01
3302.750000  7.01326e-02  1.08742e-01
3302.800049  3.25849e-01  1.14903e-01
3302.850098 -3.79356e-01  1.05180e-01
3302.899902 -4.34565e-02  9.92721e-02
3302.949951 -6.46744e-03  1.04625e-01
3303.000000  1.12963e-01  1.02871e-01
3303.050049  1.44146e-01  1.06245e-01
3303.100098  3.25611e-01  1.10350e-01
3303.149902  2.03164e-02  1.03273e-01
3303.199951 -3.26034e-01  9.56143e-02
3303.250000  1.92094e-01  1.10469e-01
3303.300049  2.69329e-01  1.09079e-01
3303.350098 -5.10772e-02  1.00960e-01
3303.399902  4.29534e-02  1.03410e-01
3303.449951 -9.43314e-02  1.06041e-01
3303.500000  8.39065e-03  1.27055e-01
3303.550049  7.59371e-02  1.47897e-01
3303.600098  1.31115e-01  1.28355e-01
3303.649902 -5.02384e-01  1.22111e-01
3303.699951 -1.57402e-01  1.09220e-01
3303.750000  5.13719e-01  1.36076e-01
3303.800049 -6.90795e-02  1.34677e-01
3303.850098  1.20739e-01  1.08311e-01
3303.899902 -6.98539e-02  9.86823e-02
3303.949951  9.49645e-02  1.02560e-01
3304.000000  4.04038e-01  1.47966e-01
3304.050049  3.33037e-01  1.59421e-01
3304.100098  4.87360e-01  1.15956e-01
3304.149902 -2.15641e-01  1.01175e-01
3304.199951 -2.10326e-01  1.09011e-01
3304.250000  2.37055e-02  1.17361e-01
3304.300049  8.85060e-02  1.07662e-01
3304.350098 -4.37382e-01  9.44410e-02
3304.399902 -7.24782e-02  1.04867e-01
3304.449951 -1.06513e-01  1.00063e-01
