 #  923.1504  35.
  12.5  1.07776323E-09  1.21359169E-06  0.0002766643
  13.  1.07776323E-09  1.21359169E-06  0.000874889337
  13.5  1.07776323E-09  1.21359169E-06  0.002766643
  14.  1.07776323E-09  1.21359169E-06  0.00874889337
  14.5  1.07776323E-09  1.21359169E-06  0.02766643
  15.  1.07776323E-09  1.21359169E-06  0.0874889337
  15.5  1.07776323E-09  1.21359169E-06  0.2766643
  16.  1.07776323E-09  1.21359169E-06  0.874889337
  16.5  1.07776323E-09  1.21359169E-06  2.766643
  17.  1.07776323E-09  1.21359169E-06  8.74889337
  17.5  1.07776323E-09  1.21359169E-06  27.66643
  18.  1.07776323E-09  1.21359169E-06  87.4889337
  18.5  1.07776323E-09  1.21359169E-06  276.6643
  19.  1.07776323E-09  1.21359169E-06  874.889337
  19.5  1.07776323E-09  1.21359169E-06  2766.643
  20.  1.07776323E-09  1.21359169E-06  8748.89337
  20.5  1.07776323E-09  1.21359169E-06  27666.43
  21.  1.07776323E-09  1.21359169E-06  87488.9337
  21.5  1.07776323E-09  1.21359169E-06  276664.3
  22.  1.07776323E-09  1.21359169E-06  874889.337
