 #  930.7483  35.
  12.5  1.08663366E-09  2.61560866E-06  0.000605967375
  13.  1.08663366E-09  2.61560866E-06  0.00191623709
  13.5  1.08663366E-09  2.61560866E-06  0.00605967375
  14.  1.08663366E-09  2.61560866E-06  0.0191623709
  14.5  1.08663366E-09  2.61560866E-06  0.0605967375
  15.  1.08663366E-09  2.61560866E-06  0.191623709
  15.5  1.08663366E-09  2.61560866E-06  0.605967375
  16.  1.08663366E-09  2.61560866E-06  1.91623709
  16.5  1.08663366E-09  2.61560866E-06  6.05967375
  17.  1.08663366E-09  2.61560866E-06  19.1623709
  17.5  1.08663366E-09  2.61560866E-06  60.5967375
  18.  1.08663366E-09  2.61560866E-06  191.623709
  18.5  1.08663366E-09  2.61560866E-06  605.967375
  19.  1.08663366E-09  2.61560866E-06  1916.23709
  19.5  1.08663366E-09  2.61560866E-06  6059.67375
  20.  1.08663366E-09  2.61560866E-06  19162.3709
  20.5  1.08663366E-09  2.61560866E-06  60596.7375
  21.  1.08663366E-09  2.61560866E-06  191623.709
  21.5  1.08663366E-09  2.61560866E-06  605967.375
  22.  1.08663366E-09  2.61560866E-06  1916237.09
