 #  937.8035  35.
  12.5  1.09487049E-09  9.43084989E-06  0.000989148905
  13.  1.09487049E-09  9.43084989E-06  0.00312796349
  13.5  1.09487049E-09  9.43084989E-06  0.00989148905
  14.  1.09487049E-09  9.43084989E-06  0.0312796349
  14.5  1.09487049E-09  9.43084989E-06  0.0989148905
  15.  1.09487049E-09  9.43084989E-06  0.312796349
  15.5  1.09487049E-09  9.43084989E-06  0.989148905
  16.  1.09487049E-09  9.43084989E-06  3.12796349
  16.5  1.09487049E-09  9.43084989E-06  9.89148905
  17.  1.09487049E-09  9.43084989E-06  31.2796349
  17.5  1.09487049E-09  9.43084989E-06  98.9148905
  18.  1.09487049E-09  9.43084989E-06  312.796349
  18.5  1.09487049E-09  9.43084989E-06  989.148905
  19.  1.09487049E-09  9.43084989E-06  3127.96349
  19.5  1.09487049E-09  9.43084989E-06  9891.48905
  20.  1.09487049E-09  9.43084989E-06  31279.6349
  20.5  1.09487049E-09  9.43084989E-06  98914.8905
  21.  1.09487049E-09  9.43084989E-06  312796.349
  21.5  1.09487049E-09  9.43084989E-06  989148.905
  22.  1.09487049E-09  9.43084989E-06  3127963.49
