 #  949.7431  35.
  12.5  1.10880978E-09  1.64976296E-05  0.00179052268
  13.  1.10880978E-09  1.64976296E-05  0.00566212986
  13.5  1.10880978E-09  1.64976296E-05  0.0179052268
  14.  1.10880978E-09  1.64976296E-05  0.0566212986
  14.5  1.10880978E-09  1.64976296E-05  0.179052268
  15.  1.10880978E-09  1.64976296E-05  0.566212986
  15.5  1.10880978E-09  1.64976296E-05  1.79052268
  16.  1.10880978E-09  1.64976296E-05  5.66212986
  16.5  1.10880978E-09  1.64976296E-05  17.9052268
  17.  1.10880978E-09  1.64976296E-05  56.6212986
  17.5  1.10880978E-09  1.64976296E-05  179.052268
  18.  1.10880978E-09  1.64976296E-05  566.212986
  18.5  1.10880978E-09  1.64976296E-05  1790.52268
  19.  1.10880978E-09  1.64976296E-05  5662.12986
  19.5  1.10880978E-09  1.64976296E-05  17905.2268
  20.  1.10880978E-09  1.64976296E-05  56621.2986
  20.5  1.10880978E-09  1.64976296E-05  179052.268
  21.  1.10880978E-09  1.64976296E-05  566212.986
  21.5  1.10880978E-09  1.64976296E-05  1790522.68
  22.  1.10880978E-09  1.64976296E-05  5662129.86
