 #  1025.7223  35.
  12.5  1.19751428E-09  4.4240413E-05  0.0109755674
  13.  1.19751428E-09  4.4240413E-05  0.0347077916
  13.5  1.19751428E-09  4.4240413E-05  0.109755674
  14.  1.19751428E-09  4.4240413E-05  0.347077916
  14.5  1.19751428E-09  4.4240413E-05  1.09755674
  15.  1.19751428E-09  4.4240413E-05  3.47077916
  15.5  1.19751428E-09  4.4240413E-05  10.9755674
  16.  1.19751428E-09  4.4240413E-05  34.7077916
  16.5  1.19751428E-09  4.4240413E-05  109.755674
  17.  1.19751428E-09  4.4240413E-05  347.077916
  17.5  1.19751428E-09  4.4240413E-05  1097.55674
  18.  1.19751428E-09  4.4240413E-05  3470.77916
  18.5  1.19751428E-09  4.4240413E-05  10975.5674
  19.  1.19751428E-09  4.4240413E-05  34707.7916
  19.5  1.19751428E-09  4.4240413E-05  109755.674
  20.  1.19751428E-09  4.4240413E-05  347077.916
  20.5  1.19751428E-09  4.4240413E-05  1097556.74
  21.  1.19751428E-09  4.4240413E-05  3470779.16
  21.5  1.19751428E-09  4.4240413E-05  10975567.4
  22.  1.19751428E-09  4.4240413E-05  34707791.6
