 #  919.3514  35.
  12.5  1.07332796E-09  6.60109087E-07  0.000149201673
  13.  1.07332796E-09  6.60109087E-07  0.000471817117
  13.5  1.07332796E-09  6.60109087E-07  0.00149201673
  14.  1.07332796E-09  6.60109087E-07  0.00471817117
  14.5  1.07332796E-09  6.60109087E-07  0.0149201673
  15.  1.07332796E-09  6.60109087E-07  0.0471817117
  15.5  1.07332796E-09  6.60109087E-07  0.149201673
  16.  1.07332796E-09  6.60109087E-07  0.471817117
  16.5  1.07332796E-09  6.60109087E-07  1.49201673
  17.  1.07332796E-09  6.60109087E-07  4.71817117
  17.5  1.07332796E-09  6.60109087E-07  14.9201673
  18.  1.07332796E-09  6.60109087E-07  47.1817117
  18.5  1.07332796E-09  6.60109087E-07  149.201673
  19.  1.07332796E-09  6.60109087E-07  471.817117
  19.5  1.07332796E-09  6.60109087E-07  1492.01673
  20.  1.07332796E-09  6.60109087E-07  4718.17117
  20.5  1.07332796E-09  6.60109087E-07  14920.1673
  21.  1.07332796E-09  6.60109087E-07  47181.7117
  21.5  1.07332796E-09  6.60109087E-07  149201.673
  22.  1.07332796E-09  6.60109087E-07  471817.117
