 #  920.9631  35.
  12.5  1.0752096E-09  8.81130034E-07  0.000199907078
  13.  1.0752096E-09  8.81130034E-07  0.000632161687
  13.5  1.0752096E-09  8.81130034E-07  0.00199907078
  14.  1.0752096E-09  8.81130034E-07  0.00632161687
  14.5  1.0752096E-09  8.81130034E-07  0.0199907078
  15.  1.0752096E-09  8.81130034E-07  0.0632161687
  15.5  1.0752096E-09  8.81130034E-07  0.199907078
  16.  1.0752096E-09  8.81130034E-07  0.632161687
  16.5  1.0752096E-09  8.81130034E-07  1.99907078
  17.  1.0752096E-09  8.81130034E-07  6.32161687
  17.5  1.0752096E-09  8.81130034E-07  19.9907078
  18.  1.0752096E-09  8.81130034E-07  63.2161687
  18.5  1.0752096E-09  8.81130034E-07  199.907078
  19.  1.0752096E-09  8.81130034E-07  632.161687
  19.5  1.0752096E-09  8.81130034E-07  1999.07078
  20.  1.0752096E-09  8.81130034E-07  6321.61687
  20.5  1.0752096E-09  8.81130034E-07  19990.7078
  21.  1.0752096E-09  8.81130034E-07  63216.1687
  21.5  1.0752096E-09  8.81130034E-07  199907.078
  22.  1.0752096E-09  8.81130034E-07  632161.687
