 #  972.5368  35.
  12.5  1.13542106E-09  1.79682138E-05  0.00381430087
  13.  1.13542106E-09  1.79682138E-05  0.0120618784
  13.5  1.13542106E-09  1.79682138E-05  0.0381430087
  14.  1.13542106E-09  1.79682138E-05  0.120618784
  14.5  1.13542106E-09  1.79682138E-05  0.381430087
  15.  1.13542106E-09  1.79682138E-05  1.20618784
  15.5  1.13542106E-09  1.79682138E-05  3.81430087
  16.  1.13542106E-09  1.79682138E-05  12.0618784
  16.5  1.13542106E-09  1.79682138E-05  38.1430087
  17.  1.13542106E-09  1.79682138E-05  120.618784
  17.5  1.13542106E-09  1.79682138E-05  381.430087
  18.  1.13542106E-09  1.79682138E-05  1206.18784
  18.5  1.13542106E-09  1.79682138E-05  3814.30087
  19.  1.13542106E-09  1.79682138E-05  12061.8784
  19.5  1.13542106E-09  1.79682138E-05  38143.0087
  20.  1.13542106E-09  1.79682138E-05  120618.784
  20.5  1.13542106E-09  1.79682138E-05  381430.087
  21.  1.13542106E-09  1.79682138E-05  1206187.84
  21.5  1.13542106E-09  1.79682138E-05  3814300.87
  22.  1.13542106E-09  1.79682138E-05  12061878.4
